,title,vote_count,vote_average,year,imdb_id,soup
7429,Monster in a Box,4.0,4.8,1992,tt0102467,basedonplayormus independentfilm liveperform monologu spaldinggray nickbroomfield nickbroomfield nickbroomfield Comedy Drama
7433,School Ties,97.0,6.3,1992,tt0105327,sport antisemit brendanfraser mattdamon chriso'donnell robertmandel robertmandel robertmandel Drama
7434,Girl,12.0,4.7,1998,tt0138467,dominiqueswain seanpatrickflanery summerphoenix jonathankahn jonathankahn jonathankahn Comedy Drama Romance Music
7436,Just Write,4.0,3.5,1997,tt0119434,hollywood writer actress jeremypiven sherilynfenn jobethwilliams andrewgallerani andrewgallerani andrewgallerani Romance Comedy
7437,Raising Cain,66.0,5.9,1992,tt0105217,johnlithgow lolitadavidovich stevenbauer briandepalma briandepalma briandepalma Drama Horror Thriller Crime
7446,Babylon 5: In the Beginning,46.0,7.3,1998,tt0120711,earth alienphenomenon war assault spacecentr bruceboxleitner mirafurlan richardbiggs michaelvejar michaelvejar michaelvejar Action Drama Science Fiction Adventure
7447,Witchfinder General,52.0,6.4,1968,tt0063285,witch burningofwitch sorceri vincentprice ianogilvy rupertdavies michaelreeves michaelreeves michaelreeves Drama Horror History
7450,The Prince and the Showgirl,48.0,6.3,1957,tt0050861,londonengland coron princ love king marilynmonroe laurenceolivier sybilthorndike laurenceolivier laurenceolivier laurenceolivier Comedy Drama Romance
7451,The China Syndrome,99.0,7.0,1979,tt0078966,california telecast energypolici radiat earthquak tvstation cinematograph coremelt nuclearpowerpl suspens conspiraci tvreport carchas atomicreactor swatteam whistleblow janefonda jacklemmon michaeldouglas jamesbridges jamesbridges jamesbridges Thriller Drama
7453,The Wages of Fear,176.0,7.9,1953,tt0046268,lifeanddeath venezuela fire centralandsouthamerica tanker petrol unsoci truck oil danger driver nitroglycerin yvesmontand charlesvanel petervaneyck henri-georgesclouzot henri-georgesclouzot henri-georgesclouzot Drama Thriller Adventure
7454,Look Who's Talking Too,317.0,5.0,1990,tt0100050,babi brothersisterrelationship pregnanc famili womandirector talkingbabi johntravolta kirstiealley brucewillis amyheckerling amyheckerling amyheckerling Romance Comedy
7455,The Bells of St. Mary's,42.0,7.3,1945,tt0037536,nun priest school church cathol bingcrosby ingridbergman henrytravers leomccarey leomccarey leomccarey Drama Family
7458,Pat and Mike,18.0,5.9,1952,tt0045012,jealousi golf sport report spencertracy katharinehepburn aldoray georgecukor georgecukor georgecukor Comedy Drama Romance
7459,Animal Crackers,45.0,7.2,1930,tt0020640,mysteri whodunit marxbroth grouchomarx harpomarx chicomarx victorheerman victorheerman victorheerman Comedy
7461,Bedazzled,42.0,6.3,1967,tt0061391,devil sevendeadlysin petercook dudleymoore raquelwelch stanleydonen stanleydonen stanleydonen Fantasy Comedy Romance
7462,Cat People,96.0,6.9,1942,tt0034587,lovetriangl jealousi cat zoo canari swimmingpool suspens curs vallewton folklor filmnoir simonesimon kentsmith tomconway jacquestourneur jacquestourneur jacquestourneur Thriller Drama Horror
7463,Camelot,31.0,6.4,1967,tt0061439,camelot music knight kingarthur sirlancelot richardharris vanessaredgrave franconero joshualogan joshualogan joshualogan Adventure Music Romance
7466,The Four Musketeers,49.0,6.4,1974,tt0073012,franc seduct courtlylif musket intrigu oliverreed raquelwelch richardchamberlain richardlester richardlester richardlester Action Adventure Comedy Drama
7472,The Postman Always Rings Twice,66.0,7.0,1946,tt0038854,femmefatal diner classicnoir filmnoir lanaturner johngarfield cecilkellaway taygarnett taygarnett taygarnett Crime Drama Thriller
7474,Forever Fever,4.0,5.1,1998,tt0155713,adrianpang medalinetan pierrepng glengoei glengoei glengoei Comedy Music Romance Foreign
7477,Explorers,120.0,6.2,1985,tt0089114,dream spacecraft spacetravel bulli bestfriend younglov circuitboard ethanhawke riverphoenix bobbyfite joedante joedante joedante Adventure Family Fantasy Romance Science Fiction
7479,Pierrot le Fou,134.0,7.7,1965,tt0059592,pari paint independentfilm money bomb bullet dock frenchnoir jean-paulbelmondo annakarina graziellagalvani jean-lucgodard jean-lucgodard jean-lucgodard Drama Thriller
7484,Tuesdays with Morrie,10.0,6.0,1999,tt0207805,jacklemmon hankazaria wendymoniz mickjackson mickjackson mickjackson Drama
7487,Jason and the Argonauts,138.0,7.1,1963,tt0057197,hero menac braveri adventur toddarmstrong nancykovack garyraymond donchaffey donchaffey donchaffey Adventure Family Fantasy
7489,Nostalgia,77.0,7.5,1983,tt0086022,itali water crisi mad dream memori olegyankovskiy erlandjosephson domizianagiordano andreitarkovsky andreitarkovsky andreitarkovsky Drama Romance
7491,Tinker Tailor Soldier Spy,10.0,7.6,1979,tt0080297,spi coldwar british espionag mole alecguinness michaeljayston anthonybate johnirvin johnirvin johnirvin Thriller Drama Mystery
7493,The Driller Killer,40.0,4.9,1979,tt0079082,femalenud artist hallucin insomnia paint concert murder darkcomedi punkrock blood grindhous newyorkc church maniac drill punkband homeless bisexualwoman videonasti abelferrara carolynmarz baybiday abelferrara abelferrara abelferrara Drama Horror
7495,Throne of Blood,181.0,7.7,1957,tt0050613,japan ambit plot toshirōmifune isuzuyamada akirakubo akirakurosawa akirakurosawa akirakurosawa Drama History
7496,The Best of Youth,88.0,8.0,2003,tt0346336,lossoflov career societi polit gangster familyreunion familyconflict luigilocascio alessioboni adrianaasti marcotulliogiordana marcotulliogiordana marcotulliogiordana Drama
7500,Zorba the Greek,55.0,7.0,1964,tt0057831,danc basedonnovel greec danc widow villag friendship greek author monasteri anthonyquinn alanbates irenepapas mihaliskakogiannis mihaliskakogiannis mihaliskakogiannis Adventure Drama
7502,Bang Bang You're Dead,53.0,7.2,2002,tt0288439,bomb highschool tomcavanagh benfoster randyharrison guyferland guyferland guyferland Drama Thriller
7503,My Side of the Mountain,10.0,6.4,1969,tt0064708,tedeccles theodorebikel tudiwiggins jamesb.clark jamesb.clark jamesb.clark Action Adventure Drama Family
7507,Sniper,109.0,5.9,1993,tt0108171,fistfight waterfal jungl marin sniperrifl violenc openingactionscen surrend tomberenger billyzane j.t.walsh luisllosa luisllosa luisllosa Action Drama Thriller
7511,Genghis Blues,6.0,6.4,1999,tt0187859,blue music paulpena kongar-olondar rokobelic rokobelic rokobelic Documentary Music
7512,To Hell and Back,15.0,6.6,1955,tt0048729,hero worldwarii audiemurphy marshallthompson charlesdrake jessehibbs jessehibbs jessehibbs Action Romance Drama History War
7513,11'09''01 - September 11,24.0,6.1,2002,tt0328802,skyscrap waronterror middleeastconflict media unsoci elder womandirector ernestborgnine maryamkarimi emmanuellelaborit alejandrogonzáleziñárritu alejandrogonzáleziñárritu alejandrogonzáleziñárritu Drama
7514,"Bon Voyage, Charlie Brown (and Don't Come Back!)",12.0,6.2,1980,tt0080461,arrinskelley lauraplanting caseycarlson philroman philroman philroman Animation Comedy Family
7515,Internal Affairs,71.0,6.5,1990,tt0099850,shop undercoverag internalaffair richardgere andygarcía lauriemetcalf mikefiggis mikefiggis mikefiggis Crime Drama
7516,The Parallax View,70.0,6.9,1974,tt0071970,corrupt assassin basedonnovel senat report polit warrenbeatty paulaprentiss williamdaniels alanj.pakula alanj.pakula alanj.pakula Crime Drama Thriller
7517,The Warriors,451.0,7.4,1979,tt0080120,streetgang discjockey gangwar gangsterboss coneyisland gang newyorkc gangmemb newyorksubway girlgang warrior michaelbeck jamesremar davidpatrickkelly walterhill walterhill walterhill Action Adventure Crime Drama Thriller
7519,Ambush,13.0,6.3,1999,tt0162625,worldwarii peterfranzén irinabjörklund kariheiskanen ollisaarela ollisaarela ollisaarela Drama War
7520,Babylon 5: A Call to Arms,36.0,6.9,1999,tt0146455,spacemarin nightmar spacewar alienlife-form space bruceboxleitner jerrydoyle jeffconaway michaelvejar michaelvejar michaelvejar Action Drama Science Fiction Adventure
7521,Babylon 5: The River of Souls,29.0,6.1,1998,tt0146247,alienlife-form spacecentr jerrydoyle tracyscoggins jeffconaway janetgreek janetgreek janetgreek Action Drama Science Fiction Adventure
7522,Babylon 5: Thirdspace,39.0,6.4,1998,tt0121804,fight flyingsauc alienphenomenon artifact spacecentr bruceboxleitner claudiachristian mirafurlan jesússalvadortreviño jesússalvadortreviño jesússalvadortreviño Action Drama Science Fiction Adventure
7525,True Stories,22.0,6.1,1986,tt0092117,independentfilm davidbyrne johngoodman swoosiekurtz davidbyrne davidbyrne davidbyrne Comedy
7527,Zardoz,106.0,5.8,1974,tt0070948,sex futur dystopia immort murder seanconnery charlotterampling sarakestelman johnboorman johnboorman johnboorman Fantasy Action Thriller Science Fiction
7528,School for Scoundrels,20.0,6.6,1960,tt0054279,competit romanc comedi dirtytrick iancarmichael terry-thomas alastairsim hale.chester hale.chester hale.chester Comedy
7529,The Virgin Spring,129.0,7.8,1960,tt0053976,peasant brother reveng childmurd maxvonsydow birgittavalberg gunnellindblom ingmarbergman ingmarbergman ingmarbergman Crime Drama
7531,Mogambo,38.0,6.2,1953,tt0046085,gorilla humanvsnatur safari kenya tension clarkgable avagardner gracekelly johnford johnford johnford Adventure Drama Romance
7535,The Secret Life of Walter Mitty,35.0,6.9,1947,tt0039808,daydream dannykaye virginiamayo boriskarloff normanz.mcleod normanz.mcleod normanz.mcleod Comedy Fantasy Romance
7536,Cypher,196.0,6.7,2002,tt0284978,doublelif undercov lie wife compani industri femmefatal conspiraci espionag memoryloss corporatecrim dystopicfutur hiddenident disord dishonesti powerrel mindandsoul jeremynortham lucyliu nigelbennett vincenzonatali vincenzonatali vincenzonatali Thriller Science Fiction Mystery
7538,Another Thin Man,20.0,7.0,1939,tt0031047,thinman williampowell myrnaloy virginiagrey w.s.vandyke w.s.vandyke w.s.vandyke Comedy Drama
7539,The Thin Man Goes Home,15.0,6.4,1945,tt0037365,thinman williampowell myrnaloy lucilewatson richardthorpe richardthorpe richardthorpe Comedy Mystery Thriller
7540,Shadow of the Thin Man,17.0,6.2,1941,tt0034172,thinman williampowell myrnaloy barrynelson w.s.vandyke w.s.vandyke w.s.vandyke Comedy Mystery Romance Thriller
7541,After the Thin Man,30.0,7.1,1936,tt0027260,newyear'sev nightclub privatedetect thinman williampowell myrnaloy jamesstewart w.s.vandyke w.s.vandyke w.s.vandyke Comedy Crime Mystery
7542,Song of the Thin Man,16.0,6.6,1947,tt0039853,thinman williampowell myrnaloy keenanwynn edwardbuzzell edwardbuzzell edwardbuzzell Comedy Crime Drama Mystery Thriller
7543,Woodstock,67.0,7.1,1970,tt0066580,hippi freelov music music woodstock musicfestiv rockmus summer joecocker richiehavens joanbaez michaelwadleigh michaelwadleigh michaelwadleigh History Documentary Music
7547,Gunga Din,38.0,6.6,1939,tt0031398,armi upris carygrant victormclaglen douglasfairbanksjr. georgestevens georgestevens georgestevens Action Adventure Drama War
7548,Frank Herbert's Children of Dune,61.0,6.8,2003,tt0287839,propheci telepathi sandstorm titleofnobl worldreligion alecnewman susansarandon jamesmcavoy gregyaitanes gregyaitanes gregyaitanes Drama Science Fiction Fantasy Adventure
7549,Frank Herbert's Dune,114.0,6.7,2000,tt0142032,rebel propheci telepathi sandstorm insurg titleofnobl spice war faith worldreligion dune miniseri giantworm williamhurt alecnewman saskiareeves johnharrison johnharrison johnharrison Action Adventure Fantasy Science Fiction
7550,Lammbock,66.0,7.0,2001,tt0258760,hunter fathersonrelationship judg drugtraff pizzadeliveri law joint chao undercoverag investig marijuana drug lucasgregorowicz moritzbleibtreu mariezielcke christianzübert christianzübert christianzübert Comedy
7551,The Legend I,45.0,7.1,1993,tt0106936,kungfu jetli josephinesiao vincentzhao coreyyuenkwai coreyyuenkwai coreyyuenkwai Adventure Action Comedy
7552,Tremors 2: Aftershocks,209.0,5.9,1996,tt0114720,smalltown strand graboid giantworm oilrefineri seismograph doublebarreledshotgun metamorphosi hunt fredward chrisgartin helenshaver s.s.wilson s.s.wilson s.s.wilson Horror Action Comedy Science Fiction
7553,Tremors 3: Back to Perfection,149.0,5.4,2001,tt0259685,smalltown graboid toycar realestateag giantworm flamingarrow michaelgross shawnchristian susanchuang brentmaddock brentmaddock brentmaddock Action Comedy Horror Science Fiction Thriller
7556,Getting It Right,3.0,4.7,1989,tt0097424,jessebirdsall helenabonhamcarter janehorrocks randalkleiser randalkleiser randalkleiser
7557,Straight to Hell,6.0,4.8,1986,tt0094048,punk independentfilm anarchiccomedi dickrude syrichardson courtneylove alexcox alexcox alexcox Action Western Comedy Crime
7560,White Zombie,52.0,5.9,1932,tt0023694,plantat voodoo zombi cultfilm newlyw pre-cod belalugosi johnharron madgebellamy victorhalperin victorhalperin victorhalperin Horror
7561,The Plague of the Zombies,24.0,6.0,1966,tt0060841,humansacrific zombi witchcraft hammerhorror andrémorell dianeclare brookwilliams johngilling johngilling johngilling Horror
7562,I Walked with a Zombie,54.0,6.7,1943,tt0036027,nurs island plantat calypso superstit suspens zombi vallewton caribbean voodooritu francesdee tomconway jamesellison jacquestourneur jacquestourneur jacquestourneur Drama Horror
7567,How to Succeed in Business Without Really Trying,12.0,6.6,1967,tt0061791,book busi robertmorse michelelee rudyvallee davidswift davidswift davidswift Comedy Music
7568,Pat Garrett & Billy the Kid,67.0,7.2,1973,tt0070518,sheriff age billythekid lawless gunbattl gore breast oldfriend flog manslapsawoman patgarrett manhunt jamescoburn kriskristofferson richardjaeckel sampeckinpah sampeckinpah sampeckinpah Western
7571,The Streetfighter,21.0,7.0,1974,tt0073756,japan martialart japanes ransom yakuza kidnap mercenari karat japanesemafia streetfight mafia inherit sonnychiba goichiyamada yutakanakajima shigehiroozawa shigehiroozawa shigehiroozawa Action
7573,"Duck, You Sucker",176.0,7.7,1971,tt0067140,mexico rape robberi prison liberationofprison revolut class spaghettiwestern jamescoburn rodsteiger romolovalli sergioleone sergioleone sergioleone Western
7574,Bring Me the Head of Alfredo Garcia,89.0,7.0,1974,tt0071249,femalenud mexico prostitut bounti bountyhunt nuditi bartend buriedal reveng murder darkcomedi gore blood severedhead gunfight brutal alcohol gayman death suitcasefullofmoney warrenoates iselavega robertwebber sampeckinpah sampeckinpah sampeckinpah Action Crime Drama Thriller Western
7576,The Ballad of Cable Hogue,48.0,6.9,1970,tt0065446,prostitut homelessperson stagecoach reverend jasonrobards stellastevens davidwarner sampeckinpah sampeckinpah sampeckinpah Action Comedy Western
7578,Master of the Flying Guillotine,27.0,5.9,1976,tt0072913,jimmywangyu kamkong dorislungchun-erh jimmywangyu jimmywangyu jimmywangyu Action Foreign Fantasy
7583,Berlin: Symphony of a Great City,11.0,8.0,1927,tt0017668,berlin cityportrait train paulvonhindenburg walterruttmann walterruttmann walterruttmann Documentary History
7584,Samurai Fiction,18.0,6.9,1998,tt0170544,japan swordplay treasur samurai sword bigfamili familyclan familyconflict moriokazama tomoyasuhotei tamakiogawa hiroyukinakano hiroyukinakano hiroyukinakano Action Comedy
7585,Gidget,13.0,5.9,1959,tt0052847,beachmovi sandradee jamesdarren cliffrobertson paulwendkos paulwendkos paulwendkos Comedy Romance
7588,Drunken Angel,54.0,7.7,1948,tt0040979,gangster alcohol michiyokogure reisaburôyamamoto toshirōmifune akirakurosawa akirakurosawa akirakurosawa Drama
7589,Desperate Living,29.0,6.7,1977,tt0075936,delus pubichair homelessshelt cannib lizrenay minkstole susanlowe johnwaters johnwaters johnwaters Comedy Crime Fantasy Horror
7590,The Devil's Rain,14.0,5.5,1975,tt0072869,devil ernestborgnine eddiealbert idalupino robertfuest robertfuest robertfuest Horror
7591,The Valachi Papers,18.0,7.4,1972,tt0068341,prison prohibit charlesbronson linoventura jillireland terenceyoung terenceyoung terenceyoung Crime Drama
7593,Stray Dog,56.0,7.3,1949,tt0041699,toshirōmifune takashishimura keikoawaji akirakurosawa akirakurosawa akirakurosawa Crime Drama Thriller
7594,The Hidden Fortress,117.0,8.0,1958,tt0051808,japan gold peasant assault toshirōmifune takashishimura minoruchiaki akirakurosawa akirakurosawa akirakurosawa Adventure Drama Action Comedy
7595,High and Low,123.0,8.2,1963,tt0057565,manag ransom blackmail chauffeur baby-snatch polic shoe filmnoir toshirōmifune tatsuyanakadai kyôkokagawa akirakurosawa akirakurosawa akirakurosawa Mystery Drama Thriller Crime
7599,Dark Days,36.0,7.7,2000,tt0235327,marcsinger marcsinger marcsinger marcsinger Documentary
7601,Zelig,209.0,7.4,1983,tt0086637,pari greatdepress celebr mockumentari chameleon psychiatrist electroconvulsivetherapi 1920s 1930s woodyallen miafarrow johnbuckwalter woodyallen woodyallen woodyallen Comedy
7602,Face to Face,18.0,6.9,1976,tt0074147,livullmann erlandjosephson ainotaube ingmarbergman ingmarbergman ingmarbergman Drama Fantasy
7603,Shame,42.0,7.6,1968,tt0063611,livullmann maxvonsydow siggefürst ingmarbergman ingmarbergman ingmarbergman War Drama
7605,Winter Light,77.0,7.6,1963,tt0057358,suicid winter pastor faith priest ingridthulin gunnarbjörnstrand gunnellindblom ingmarbergman ingmarbergman ingmarbergman Drama
7606,Through a Glass Darkly,98.0,7.6,1961,tt0055499,schizophrenia island daughter independentfilm author mentalil electroconvulsivetherapi harrietandersson gunnarbjörnstrand maxvonsydow ingmarbergman ingmarbergman ingmarbergman Drama
7608,Smiles of a Summer Night,58.0,7.6,1955,tt0048641,countryhous ex-lov night lawyer mistress extramaritalaffair theater gunnarbjörnstrand ullajacobsson björnbjelfvenstam ingmarbergman ingmarbergman ingmarbergman Comedy Romance
7609,Summer with Monika,52.0,7.6,1953,tt0046345,pregnanc younglov harrietandersson larsekborg dagmarebbesen ingmarbergman ingmarbergman ingmarbergman Drama Romance
7610,The Killers,81.0,7.6,1946,tt0038669,smalltown gasstat boxer femmefatal murder heist attemptedrobberi insuranceinvestig classicnoir hemingway filmnoir burtlancaster avagardner edmondo'brien robertsiodmak robertsiodmak robertsiodmak Crime Drama Mystery
7611,The Night of the Iguana,36.0,6.9,1964,tt0058404,mexico hotel bus minist tourist busdriv priest tourbus church guid spinster richardburton avagardner deborahkerr johnhuston johnhuston johnhuston Drama Romance
7613,Reflections in a Golden Eye,16.0,6.1,1967,tt0062185,adulteri sexual fight fantasi marriag love suspens militari elizabethtaylor marlonbrando briankeith johnhuston johnhuston johnhuston Thriller Romance Drama
7614,Under the Volcano,20.0,6.7,1984,tt0088322,mexico alcohol albertfinney jacquelinebisset anthonyandrews johnhuston johnhuston johnhuston Drama
7615,Wise Blood,22.0,6.5,1979,tt0080140,christian southernusa basedonnovel redempt preacher blind braddourif johnhuston harrydeanstanton johnhuston johnhuston johnhuston Comedy Drama
7618,Nightbreed,106.0,6.4,1990,tt0100260,monster supernatur escap serialkil surpriseend darkfantasi craigsheffer annebobby davidcronenberg clivebarker clivebarker clivebarker Action Drama Fantasy Horror
7622,Bloody Mama,17.0,5.9,1970,tt0065481,dysfunctionalfamili independentfilm bmovi gangster shelleywinters brucedern robertdeniro rogercorman rogercorman rogercorman Action Drama Thriller
7623,The Trip,18.0,5.8,1967,tt0062395,lsd marijuana hippielifestyl peterfonda susanstrasberg brucedern rogercorman rogercorman rogercorman Drama
7624,Ken Park,136.0,5.7,2002,tt0209077,suicid california sex infidel home nuditi harass father controversi independentfilm religion unsimulatedsex teenag pregnanc suburb drug masturb alcohol psychot torment eroticmovi jamesransone tiffanylimos maevequinlan edwardlachman edwardlachman edwardlachman Drama
7625,Monterey Pop,18.0,7.2,1968,tt0064689,perform liveconcert audienc scottmckenzie dennydoherty johnphillips d.a.pennebaker d.a.pennebaker d.a.pennebaker Documentary Music
7626,A Bridge Too Far,210.0,7.0,1977,tt0075784,netherland worldwarii panzer britishsoldi dirkbogarde jamescaan michaelcaine richardattenborough richardattenborough richardattenborough Drama History War
7627,Infernal Affairs,490.0,7.7,2002,tt0338564,undercov undercoverag hongkong andylau tonyleungchiu-wai anthonywong andrewlau andrewlau andrewlau Drama Action Thriller Crime Mystery
7628,A Tale of Two Sisters,234.0,7.0,2003,tt0365376,lossofmoth amnesia stepmoth sister tragedi vengefulghost imsoo-jung yumjung-ah moongeun-young kimjee-woon kimjee-woon kimjee-woon Drama Horror Mystery
7629,Broadway Danny Rose,104.0,7.2,1984,tt0087003,artist girlfriend woodyallen miafarrow nickapolloforte woodyallen woodyallen woodyallen Comedy
7630,From Beyond,105.0,6.5,1986,tt0091083,humanexperiment h.p.lovecraft parallelworld jeffreycombs barbaracrampton kenforee stuartgordon stuartgordon stuartgordon Horror Science Fiction Fantasy
7633,Dolls,80.0,6.1,1987,tt0092906,toy gore storm doll toymak ianpatrickwilliams carolynpurdy-gordon carrielorraine stuartgordon stuartgordon stuartgordon Fantasy Horror
7636,Rock 'n' Roll High School,39.0,6.6,1979,tt0079813,rockandrol punk bong rebellion camp p.j.soles vincevanpatten clinthoward allanarkush allanarkush allanarkush Comedy Music
7637,Death Race 2000,125.0,6.0,1975,tt0072856,dystopia streetrac davidcarradine simonegriffeth sylvesterstallone paulbartel paulbartel paulbartel Action Comedy Science Fiction
7641,The Wild Angels,17.0,5.8,1966,tt0061189,biker independentfilm bikerfilm peterfonda nancysinatra brucedern rogercorman rogercorman rogercorman Action Drama
7642,Bedlam,17.0,6.1,1946,tt0038343,insaneasylum suspens vallewton boriskarloff annalee richardfraser markrobson markrobson markrobson Horror Drama Thriller
7645,Brigadoon,33.0,6.8,1954,tt0046807,danc music genekelly vanjohnson cydcharisse vincenteminnelli vincenteminnelli vincenteminnelli Music Romance Fantasy
7646,Marjorie Morningstar,5.0,5.5,1958,tt0051911,summercamp love advertisingag nataliewood genekelly clairetrevor irvingrapper irvingrapper irvingrapper Drama Romance
7647,The Power of One,46.0,7.6,1992,tt0105159,africa shower chicken apartheid bulli stephendorff arminmueller-stahl aloismoyo johng.avildsen johng.avildsen johng.avildsen Drama
7648,The Weather Underground,15.0,6.9,2002,tt0343168,lilitaylor bernardinedohrn markrudd samgreen samgreen samgreen Documentary
7649,Kikujiro,90.0,7.5,1999,tt0199683,japan trip loser roadtrip travel disappear summer hitchhik takeshikitano yusukesekiguchi kayokokishimoto takeshikitano takeshikitano takeshikitano Comedy Drama Family
7651,"Spring, Summer, Fall, Winter... and Spring",240.0,7.6,2003,tt0374546,buddhism lifeanddeath philosophi countrysid becominganadult buddhistmonk templ mountainlak medit isol attachmenttonatur religiouseduc penalti restart taskmast livingtogeth dyinganddeath season southkorea child kimki-duk kimyoung-min hayeo-jin kimki-duk kimki-duk kimki-duk Drama
7652,The Phantom Tollbooth,21.0,6.8,1970,tt0064806,boy car toycar tollbooth butchpatrick melblanc dawsbutler abelevitow abelevitow abelevitow Fantasy Animation Adventure
7653,The Getaway,120.0,7.0,1972,tt0068638,texa murder heist ontherun bagofmoney bankrobberi doublecross stevemcqueen alimacgraw benjohnson sampeckinpah sampeckinpah sampeckinpah Action Crime Thriller
7655,Dark Water,132.0,6.7,2002,tt0308379,nightmar water motherdaughterrelationship famili ghost ghostchild childcustodi hitomikuroki mireioguchi fumiyokohinata hideonakata hideonakata hideonakata Horror Thriller
7658,How to Steal a Million,133.0,7.5,1966,tt0060522,insurancefraud theft artthief swinging60 forgeri audreyhepburn petero'toole eliwallach williamwyler williamwyler williamwyler Comedy Crime Romance
7662,Support Your Local Sheriff,41.0,6.7,1969,tt0065051,deputysheriff mayor australia westerntown barshootout jamesgarner joanhackett walterbrennan burtkennedy burtkennedy burtkennedy Comedy Western
7665,Mean Streets,359.0,7.2,1973,tt0070379,epilepsi protectionmoney secretlov money redempt harveykeitel robertdeniro davidproval martinscorsese martinscorsese martinscorsese Drama Crime
7667,I Am a Fugitive from a Chain Gang,47.0,7.4,1932,tt0023042,prison blackmail hamburg basedontruestori chaingang escapedprison reverend filmnoir paulmuni glendafarrell helenvinson mervynleroy mervynleroy mervynleroy Crime Drama
7670,Harper,37.0,6.3,1966,tt0060490,privateey paulnewman laurenbacall julieharris jacksmight jacksmight jacksmight Action Drama Thriller Crime Mystery
7671,Sweet Bird of Youth,21.0,5.4,1962,tt0056541,drifter moviestar paulnewman geraldinepage shirleyknight richardbrooks richardbrooks richardbrooks Drama Romance
7676,Grill Point,7.0,6.9,2002,tt0304126,adulteri wifehusbandrelationship radiost skyscrap marriagecrisi friendship secretlov conflict relationship extramaritalaffair steffikühnert gabrielamariaschmeide thorstenmerten andreasdresen andreasdresen andreasdresen Comedy Drama
7678,Shiri,41.0,6.0,1999,tt0192657,bomb s.w.a.t. suspect terror agent northkorea southkorea intelligenceag hanseok-kyu choimin-sik yunjinkim kangje-gyu kangje-gyu kangje-gyu Action Adventure Drama Thriller
7679,Bad Day at Black Rock,88.0,7.0,1955,tt0047849,murder racism postworldwarii japaneseamerican 1940s spencertracy robertryan annefrancis johnsturges johnsturges johnsturges Crime Drama Western
7681,In China They Eat Dogs,81.0,7.5,1999,tt0180748,brotherbrotherrelationship denmark robberi bank cook donat explos nuditi chanc armi darkcomedi violenc pokergam bankrobberi hoodlum dejančukić kimbodnia brianpatterson lassespangolsen lassespangolsen lassespangolsen Action Comedy Crime
7685,Seducing Doctor Lewis,18.0,7.0,2003,tt0366532,raymondbouchard dominikmichon-dagenais guy-danieltremblay jean-françoispouliot jean-françoispouliot jean-françoispouliot Drama Comedy
7687,Sammy and Rosie Get Laid,6.0,5.7,1987,tt0093913,londonengland indianlead middleclass shashikapoor ayubkhan-din francesbarber stephenfrears stephenfrears stephenfrears Drama Comedy
7689,Sunrise: A Song of Two Humans,155.0,7.9,1927,tt0018455,lovetriangl adulteri lake countrylif plannedmurd indiansummer marriagecrisi ruralset storm citi silentfilm farmer georgeo'brien janetgaynor margaretlivingston f.w.murnau f.w.murnau f.w.murnau Drama Romance
7690,Shock Corridor,62.0,6.5,1963,tt0057495,journalist insaneasylum independentfilm peterbreck constancetowers geneevans samuelfuller samuelfuller samuelfuller Drama Mystery Thriller
7692,Au Revoir les Enfants,137.0,7.5,1987,tt0092593,franc resist parentchildrelationship german deport jewpersecut auschwitz jew nationalsoci childhoodmemori biographi antisemit bestfriend catholic resistancefight gaspardmanesse raphaelfejtö francineracette louismalle louismalle louismalle Drama War
7693,Sex: The Annabel Chong Story,3.0,5.3,1999,tt0181810,behindthescen familyrelationship pornindustri pornactress asianwoman annabelchong ronjeremy jimsouth goughlewis goughlewis goughlewis Documentary
7694,The Girl Next Door,4.0,5.1,1999,tt0189553,pornostar behindthescen pornindustri girlnextdoor stacyvalentine jackgallagher veronicahart christinefugate christinefugate christinefugate Documentary
7695,Pursuit of Happiness,0.0,0.0,2001,tt0243508,romanc advertisingexecut frankwhaley annabethgish jeanstapleton johnputch johnputch johnputch
7696,Gladiator 1992,28.0,5.7,1992,tt0104346,sport bloodsplatt blood box jamesmarshall t.e.russell cubagoodingjr. rowdyherrington rowdyherrington rowdyherrington Action Drama
7697,The Inheritance,13.0,7.0,2003,tt0328844,ulrichthomsen lisawerlinder ghitanørby perfly perfly perfly Drama
7699,Indestructible Man,7.0,4.9,1956,tt0049363,bankrobb mutat crookedlawy stolenmoney reveng independentfilm bmovi backfromthedead experimentgonewrong losangel murder gangster policedetect policest jailcel femalestripp povertyrowfilm lonchaneyjr. maxshowalter mariancarr jackpollexfen jackpollexfen jackpollexfen Crime Horror Science Fiction
7700,The Wasp Woman,19.0,4.6,1959,tt0054462,inject age serum secretari murder scientist wasp advertis skin susancabot anthonyeisley barbouramorris rogercorman rogercorman rogercorman Horror Science Fiction
7701,Attack of the Giant Leeches,15.0,4.1,1959,tt0053611,leech swamp kenclark yvettevickers michaelemmet bernardl.kowalski bernardl.kowalski bernardl.kowalski Horror Science Fiction
7705,Dead or Alive,34.0,6.4,1999,tt0221111,yakuza undercoverag gangster policeoffic hoodlum rikitakeuchi shoaikawa renjiishibashi takashimiike takashimiike takashimiike Action Thriller Crime Drama
7706,Lola Montès,22.0,7.3,1955,tt0048308,biographi martinecarol peterustinov henriguisol maxophüls maxophüls maxophüls Drama Romance
